"card_id","disp_id","card_type","card_issued","client_id","account_id","disp_type","birth_number","district_id","district_name","district_region","district_inhabitants","district_small","district_medium","district_big","district_enorm","district_cities","district_ratio","district_avg_salarie","district_un95","district_un96","district_enterp","district_cc95","district_cc96","account_frequency","account_date","loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","order_id","order_bank_to","order_account_to","order_amount","order_k_symbol"
337,2141,"classic","960101 00:00:00",2141,1766,"OWNER",510906,28,"Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"POPLATEK MESICNE",940903,5311,960615,30060,60,501.0,"C",31982,"KL",85209738,4353.0,"SIPO"
337,2141,"classic","960101 00:00:00",2141,1766,"OWNER",510906,28,"Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"POPLATEK MESICNE",940903,5311,960615,30060,60,501.0,"C",31983,"EF",6482232,43.0," "
337,2141,"classic","960101 00:00:00",2141,1766,"OWNER",510906,28,"Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"POPLATEK MESICNE",940903,5311,960615,30060,60,501.0,"C",31984,"YZ",88636147,49.0,"POJISTNE"
337,2141,"classic","960101 00:00:00",2141,1766,"OWNER",510906,28,"Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"POPLATEK MESICNE",940903,5311,960615,30060,60,501.0,"C",31985,"OP",41643542,2390.0," "
337,2141,"classic","960101 00:00:00",2141,1766,"OWNER",510906,28,"Plzen - sever","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"POPLATEK MESICNE",940903,5311,960615,30060,60,501.0,"C",31986,"CD",41536575,501.0,"UVER"
814,5911,"classic","960215 00:00:00",5911,4894,"OWNER",351003,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"POPLATEK MESICNE",930620,5997,931104,117024,24,4876.0,"A",36599,"ST",81512897,4875.8,"UVER"
1064,10328,"classic","960217 00:00:00",10636,8625,"OWNER",710803,64,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"POPLATEK MESICNE",931110,6745,950410,47304,24,1971.0,"A",42200,"UV",74800854,1970.8,"UVER"
1064,10328,"classic","960217 00:00:00",10636,8625,"OWNER",710803,64,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"POPLATEK MESICNE",931110,6745,950410,47304,24,1971.0,"A",42201,"YZ",85545950,8151.0,"SIPO"
989,9119,"classic","960221 00:00:00",9427,7614,"OWNER",706109,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"POPLATEK MESICNE",950208,6550,960518,320592,48,6679.0,"C",40671,"WX",54133033,6678.7,"UVER"
1134,11742,"classic","960531 00:00:00",12050,9790,"OWNER",430530,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",951109,6992,960727,133968,48,2791.0,"C",43912,"UV",22918135,2791.0,"UVER"
1134,11742,"classic","960531 00:00:00",12050,9790,"OWNER",430530,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",951109,6992,960727,133968,48,2791.0,"C",43913,"EF",28873682,9210.0,"SIPO"
1134,11742,"classic","960531 00:00:00",12050,9790,"OWNER",430530,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",951109,6992,960727,133968,48,2791.0,"C",43914,"AB",42063897,993.0," "
1134,11742,"classic","960531 00:00:00",12050,9790,"OWNER",430530,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",951109,6992,960727,133968,48,2791.0,"C",43915,"QR",93822401,2488.0,"POJISTNE"
1176,12502,"gold","960703 00:00:00",12810,10411,"OWNER",641014,39,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"POPLATEK PO OBRATU",951123,7130,961211,123408,24,5142.0,"A",44850,"GH",82482695,5142.0,"UVER"
1176,12502,"gold","960703 00:00:00",12810,10411,"OWNER",641014,39,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"POPLATEK PO OBRATU",951123,7130,961211,123408,24,5142.0,"A",44851,"ST",41324371,3020.0,"SIPO"
1176,12502,"gold","960703 00:00:00",12810,10411,"OWNER",641014,39,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"POPLATEK PO OBRATU",951123,7130,961211,123408,24,5142.0,"A",44852,"GH",93566715,1807.0," "
1176,12502,"gold","960703 00:00:00",12810,10411,"OWNER",641014,39,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"POPLATEK PO OBRATU",951123,7130,961211,123408,24,5142.0,"A",44853,"CD",33192354,2323.0,"POJISTNE"
1176,12502,"gold","960703 00:00:00",12810,10411,"OWNER",641014,39,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"POPLATEK PO OBRATU",951123,7130,961211,123408,24,5142.0,"A",44854,"ST",47737151,7732.0," "
1233,13382,"classic","960706 00:00:00",13690,11138,"OWNER",630516,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK TYDNE",950818,7263,960119,89880,24,3745.0,"A",45974,"YZ",73215025,3744.7,"UVER"
1187,12635,"gold","960717 00:00:00",12943,10520,"OWNER",701012,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,"POPLATEK PO OBRATU",951024,7154,961205,417600,60,6960.0,"C",45022,"MN",4994863,6959.8,"UVER"
1055,10171,"classic","960724 00:00:00",10479,8492,"OWNER",556020,2,"Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"POPLATEK MESICNE",940629,6726,950903,85860,60,1431.0,"C",42008,"ST",72004610,4403.0,"SIPO"
1055,10171,"classic","960724 00:00:00",10479,8492,"OWNER",556020,2,"Benesov","central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"POPLATEK MESICNE",940629,6726,950903,85860,60,1431.0,"C",42009,"EF",88451617,1431.0,"UVER"
587,3763,"junior","960805 00:00:00",3763,3112,"OWNER",775812,38,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"POPLATEK MESICNE",940812,5610,960224,123216,48,2567.0,"C",34015,"IJ",66820907,2567.3,"UVER"
587,3763,"junior","960805 00:00:00",3763,3112,"OWNER",775812,38,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"POPLATEK MESICNE",940812,5610,960224,123216,48,2567.0,"C",34016,"OP",66618603,1468.0,"SIPO"
587,3763,"junior","960805 00:00:00",3763,3112,"OWNER",775812,38,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"POPLATEK MESICNE",940812,5610,960224,123216,48,2567.0,"C",34017,"KL",83437150,1584.0," "
119,655,"classic","960808 00:00:00",655,544,"OWNER",421210,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,"POPLATEK MESICNE",950515,5088,960822,91152,24,3798.0,"A",30217,"EF",24082440,3798.2,"UVER"
1043,9974,"junior","960814 00:00:00",10282,8327,"OWNER",790619,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK TYDNE",950808,6698,960310,247728,48,5161.0,"C",41754,"IJ",33872771,5161.2,"UVER"
1043,9974,"junior","960814 00:00:00",10282,8327,"OWNER",790619,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK TYDNE",950808,6698,960310,247728,48,5161.0,"C",41755,"UV",66402190,4104.0,"SIPO"
1043,9974,"junior","960814 00:00:00",10282,8327,"OWNER",790619,1,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,"POPLATEK TYDNE",950808,6698,960310,247728,48,5161.0,"C",41756,"QR",54091328,2539.0," "
890,7422,"classic","960908 00:00:00",7422,6148,"OWNER",581126,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",931227,6253,941104,59760,24,2490.0,"A",38519,"YZ",26888096,7847.0,"SIPO"
890,7422,"classic","960908 00:00:00",7422,6148,"OWNER",581126,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,"POPLATEK MESICNE",931227,6253,941104,59760,24,2490.0,"A",38520,"QR",40286940,2490.0,"UVER"
882,7195,"classic","960911 00:00:00",7195,5952,"OWNER",620911,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",930907,6216,940930,141240,24,5885.0,"A",38198,"EF",22068012,5885.3,"UVER"
882,7195,"classic","960911 00:00:00",7195,5952,"OWNER",620911,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",930907,6216,940930,141240,24,5885.0,"A",38199,"GH",68812089,3028.0,"SIPO"
882,7195,"classic","960911 00:00:00",7195,5952,"OWNER",620911,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",930907,6216,940930,141240,24,5885.0,"A",38200,"MN",40625691,1374.0," "
882,7195,"classic","960911 00:00:00",7195,5952,"OWNER",620911,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",930907,6216,940930,141240,24,5885.0,"A",38201,"YZ",2707452,3684.0,"POJISTNE"
882,7195,"classic","960911 00:00:00",7195,5952,"OWNER",620911,50,"Svitavy","east Bohemia",102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,"POPLATEK MESICNE",930907,6216,940930,141240,24,5885.0,"A",38202,"WX",37493223,1594.0," "
854,6753,"classic","961007 00:00:00",6753,5593,"OWNER",620523,15,"Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"POPLATEK MESICNE",960227,6144,960809,44376,12,3698.0,"A",37706,"GH",67515390,3697.8,"UVER"
854,6753,"classic","961007 00:00:00",6753,5593,"OWNER",620523,15,"Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"POPLATEK MESICNE",960227,6144,960809,44376,12,3698.0,"A",37707,"EF",48020237,6049.0,"SIPO"
1010,9413,"classic","961027 00:00:00",9721,7861,"OWNER",541205,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",950422,6600,951008,21852,36,607.0,"A",41066,"GH",21743178,8400.0,"SIPO"
1010,9413,"classic","961027 00:00:00",9721,7861,"OWNER",541205,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",950422,6600,951008,21852,36,607.0,"A",41067,"OP",58806037,400.0," "
1010,9413,"classic","961027 00:00:00",9721,7861,"OWNER",541205,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",950422,6600,951008,21852,36,607.0,"A",41068,"WX",69198441,26.0,"POJISTNE"
1010,9413,"classic","961027 00:00:00",9721,7861,"OWNER",541205,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",950422,6600,951008,21852,36,607.0,"A",41069,"MN",77948432,131.0," "
1010,9413,"classic","961027 00:00:00",9721,7861,"OWNER",541205,34,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"POPLATEK MESICNE",950422,6600,951008,21852,36,607.0,"A",41070,"WX",68080514,607.0,"UVER"
813,5873,"junior","961028 00:00:00",5873,4863,"OWNER",795406,5,"Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"POPLATEK MESICNE",960312,5992,970318,76080,12,6340.0,"A",36547,"MN",69927233,6340.3,"UVER"
813,5873,"junior","961028 00:00:00",5873,4863,"OWNER",795406,5,"Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"POPLATEK MESICNE",960312,5992,970318,76080,12,6340.0,"A",36548,"OP",70381557,3300.0,"SIPO"
813,5873,"junior","961028 00:00:00",5873,4863,"OWNER",795406,5,"Kolin","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"POPLATEK MESICNE",960312,5992,970318,76080,12,6340.0,"A",36549,"QR",66434705,6036.0," "
1014,9452,"classic","961102 00:00:00",9760,7894,"OWNER",690217,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960409,6607,971021,153144,36,4254.0,"C",41111,"CD",54257065,4253.7,"UVER"
1014,9452,"classic","961102 00:00:00",9760,7894,"OWNER",690217,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960409,6607,971021,153144,36,4254.0,"C",41112,"ST",28510761,4780.0,"SIPO"
1014,9452,"classic","961102 00:00:00",9760,7894,"OWNER",690217,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960409,6607,971021,153144,36,4254.0,"C",41113,"ST",49265408,2705.0," "
408,2560,"classic","961210 00:00:00",2560,2116,"OWNER",745620,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960502,5377,970804,92400,12,7700.0,"A",32498,"EF",68418848,7699.8,"UVER"
408,2560,"classic","961210 00:00:00",2560,2116,"OWNER",745620,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960502,5377,970804,92400,12,7700.0,"A",32499,"EF",86869412,1307.0,"SIPO"
408,2560,"classic","961210 00:00:00",2560,2116,"OWNER",745620,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960502,5377,970804,92400,12,7700.0,"A",32500,"QR",59543710,3407.0," "
1111,11288,"classic","961231 00:00:00",11596,9422,"OWNER",406204,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960306,6921,961029,86184,12,7182.0,"A",43357,"QR",97387158,7182.5,"UVER"
1111,11288,"classic","961231 00:00:00",11596,9422,"OWNER",406204,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960306,6921,961029,86184,12,7182.0,"A",43358,"ST",30643040,107.0,"SIPO"
1111,11288,"classic","961231 00:00:00",11596,9422,"OWNER",406204,70,"Karvina","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"POPLATEK MESICNE",960306,6921,961029,86184,12,7182.0,"A",43359,"YZ",28156739,3136.0," "
1118,11393,"classic","970102 00:00:00",11701,9504,"OWNER",490414,9,"Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"POPLATEK MESICNE",960129,6938,970310,341280,60,5688.0,"C",43489,"KL",22714406,5688.0,"UVER"
565,3601,"gold","970106 00:00:00",3601,2982,"OWNER",380803,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",960604,5582,980417,41256,12,3438.0,"C",33814,"AB",34302795,3438.0,"UVER"
565,3601,"gold","970106 00:00:00",3601,2982,"OWNER",380803,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",960604,5582,980417,41256,12,3438.0,"C",33815,"KL",40149122,8143.0,"SIPO"
565,3601,"gold","970106 00:00:00",3601,2982,"OWNER",380803,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",960604,5582,980417,41256,12,3438.0,"C",33816,"EF",48207306,164.0," "
565,3601,"gold","970106 00:00:00",3601,2982,"OWNER",380803,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",960604,5582,980417,41256,12,3438.0,"C",33817,"OP",37620991,226.0,"POJISTNE"
565,3601,"gold","970106 00:00:00",3601,2982,"OWNER",380803,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",960604,5582,980417,41256,12,3438.0,"C",33818,"ST",51036828,23.0," "
1036,9735,"classic","970117 00:00:00",10043,8129,"OWNER",651029,45,"Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"POPLATEK MESICNE",930626,6668,940730,74736,36,2076.0,"A",41471,"AB",67742585,6184.0,"SIPO"
1036,9735,"classic","970117 00:00:00",10043,8129,"OWNER",651029,45,"Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"POPLATEK MESICNE",930626,6668,940730,74736,36,2076.0,"A",41472,"KL",34254557,2076.0,"UVER"
189,1157,"classic","970219 00:00:00",1157,960,"OWNER",586230,4,"Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"POPLATEK PO OBRATU",941102,5151,950524,189060,60,3151.0,"C",30804,"YZ",8817315,3151.0,"UVER"
189,1157,"classic","970219 00:00:00",1157,960,"OWNER",586230,4,"Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"POPLATEK PO OBRATU",941102,5151,950524,189060,60,3151.0,"C",30805,"CD",19250178,5940.0,"SIPO"
1173,12442,"classic","970508 00:00:00",12750,10361,"OWNER",405525,21,"Tabor","south Bohemia",103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,"POPLATEK MESICNE",960621,7119,970602,86880,12,7240.0,"A",44765,"CD",64321249,7240.0,"UVER"
426,2686,"classic","970509 00:00:00",2686,2218,"OWNER",515324,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK MESICNE",941121,5409,951118,182040,60,3034.0,"C",32658,"YZ",85124015,3034.0,"UVER"
791,5521,"classic","970512 00:00:00",5521,4580,"OWNER",735515,9,"Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"POPLATEK MESICNE",940827,5922,950805,20220,12,1685.0,"A",36115,"ST",99807279,1684.8,"UVER"
791,5521,"classic","970512 00:00:00",5521,4580,"OWNER",735515,9,"Nymburk","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"POPLATEK MESICNE",940827,5922,950805,20220,12,1685.0,"A",36116,"AB",90886467,8723.0,"SIPO"
847,6610,"classic","970520 00:00:00",6610,5477,"OWNER",540603,57,"Hodonin","south Moravia",161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,"POPLATEK MESICNE",951217,6118,971004,349392,48,7279.0,"C",37516,"UV",48098021,7279.3,"UVER"
847,6610,"classic","970520 00:00:00",6610,5477,"OWNER",540603,57,"Hodonin","south Moravia",161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,"POPLATEK MESICNE",951217,6118,971004,349392,48,7279.0,"C",37517,"UV",40210610,6342.0,"SIPO"
353,2259,"classic","970611 00:00:00",2259,1862,"OWNER",505102,19,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"POPLATEK TYDNE",950415,5329,961016,396120,60,6602.0,"C",32128,"YZ",95449792,6601.7,"UVER"
1009,9409,"gold","970614 00:00:00",9717,7859,"OWNER",526110,52,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"POPLATEK MESICNE",950314,6599,961119,72120,12,6010.0,"A",41064,"UV",4752576,6010.2,"UVER"
801,5684,"classic","970615 00:00:00",5684,4715,"OWNER",555302,8,"Mlada Boleslav","central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"POPLATEK MESICNE",961028,5953,970314,97176,24,4049.0,"C",36325,"AB",94525420,4049.0,"UVER"
1178,12542,"classic","970619 00:00:00",12850,10445,"OWNER",550826,72,"Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"POPLATEK MESICNE",960529,7139,980122,23412,12,1951.0,"C",44909,"MN",24684030,3234.0,"SIPO"
1178,12542,"classic","970619 00:00:00",12850,10445,"OWNER",550826,72,"Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"POPLATEK MESICNE",960529,7139,980122,23412,12,1951.0,"C",44910,"EF",399,1951.0,"UVER"
280,1793,"classic","970622 00:00:00",1793,1480,"OWNER",455317,41,"Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,"POPLATEK TYDNE",960703,5260,980119,123300,36,3425.0,"C",31581,"WX",70736652,3425.2,"UVER"
1196,12805,"classic","970627 00:00:00",13113,10663,"OWNER",761125,11,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"POPLATEK MESICNE",931208,7176,951028,260028,36,7223.0,"A",45244,"MN",48801767,7223.2,"UVER"
1196,12805,"classic","970627 00:00:00",13113,10663,"OWNER",761125,11,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"POPLATEK MESICNE",931208,7176,951028,260028,36,7223.0,"A",45245,"YZ",75102978,4782.0,"SIPO"
1196,12805,"classic","970627 00:00:00",13113,10663,"OWNER",761125,11,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"POPLATEK MESICNE",931208,7176,951028,260028,36,7223.0,"A",45246,"YZ",54900079,9317.0," "
1138,11825,"classic","970629 00:00:00",12133,9859,"OWNER",645626,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960708,7001,970810,300600,60,5010.0,"C",44009,"EF",18163144,5010.5,"UVER"
1138,11825,"classic","970629 00:00:00",12133,9859,"OWNER",645626,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960708,7001,970810,300600,60,5010.0,"C",44010,"QR",24650532,1008.0,"SIPO"
1138,11825,"classic","970629 00:00:00",12133,9859,"OWNER",645626,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960708,7001,970810,300600,60,5010.0,"C",44011,"KL",16269088,1476.0," "
1138,11825,"classic","970629 00:00:00",12133,9859,"OWNER",645626,27,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"POPLATEK MESICNE",960708,7001,970810,300600,60,5010.0,"C",44012,"KL",56029701,765.0,"POJISTNE"
